originator_id,message_id,raw_text
orig_001,bank_0001,Use code 043321 to complete your login at https://bank.example.net. Do not share this code.
orig_001,bank_0002,Use code 960013 to complete your login at https://login.example.org. Do not share this code.
orig_001,bank_0003,"Login attempt detected. If this was you, enter 908386 at https://login.example.org within 5 minutes."
orig_001,bank_0004,Your OTP is 940265. Do not share. Visit http://verify-now.co to proceed.
orig_001,bank_0005,One-time password 351161 for your account. Never share. Expires in 10 minutes.
orig_001,bank_0006,Security code 594078 to confirm your transaction. Need help? Visit https://secure.example.com
orig_001,bank_0007,Your OTP is 184959. Do not share. Visit https://login.example.org to proceed.
orig_001,bank_0008,Use code 034131 to complete your login at https://safe-auth.app. Do not share this code.
orig_001,bank_0009,Security code 752553 to confirm your transaction. Need help? Visit http://verify-now.co
orig_001,bank_0010,Use code 928327 to complete your login at https://safe-auth.app. Do not share this code.
orig_001,bank_0011,Security code 835030 to confirm your transaction. Need help? Visit http://verify-now.co
orig_001,bank_0012,Your OTP is 413953. Do not share. Visit https://safe-auth.app to proceed.
orig_001,bank_0013,Your OTP is 724238. Do not share. Visit https://bank.example.net to proceed.
orig_001,bank_0014,Security code 969653 to confirm your transaction. Need help? Visit https://login.example.org
orig_001,bank_0015,"Login attempt detected. If this was you, enter 710122 at https://safe-auth.app within 5 minutes."
orig_001,bank_0016,"Login attempt detected. If this was you, enter 166978 at http://verify-now.co within 5 minutes."
orig_001,bank_0017,"Login attempt detected. If this was you, enter 018451 at http://verify-now.co within 5 minutes."
orig_001,bank_0018,Your OTP is 270482. Do not share. Visit https://bank.example.net to proceed.
orig_001,bank_0019,Use code 489325 to complete your login at https://login.example.org. Do not share this code.
orig_001,bank_0020,"Login attempt detected. If this was you, enter 809570 at https://secure.example.com within 5 minutes."
orig_001,bank_0021,Security code 430391 to confirm your transaction. Need help? Visit https://secure.example.com
orig_001,bank_0022,Your OTP is 182278. Do not share. Visit https://login.example.org to proceed.
orig_001,bank_0023,Security code 896383 to confirm your transaction. Need help? Visit http://verify-now.co
orig_001,bank_0024,Your OTP is 578713. Do not share. Visit https://login.example.org to proceed.
orig_001,bank_0025,Use code 509839 to complete your login at https://login.example.org. Do not share this code.
orig_001,bank_0026,Use code 103105 to complete your login at https://secure.example.com. Do not share this code.
orig_001,bank_0027,"Login attempt detected. If this was you, enter 347382 at https://bank.example.net within 5 minutes."
orig_001,bank_0028,"Login attempt detected. If this was you, enter 737631 at https://secure.example.com within 5 minutes."
orig_001,bank_0029,Your OTP is 566701. Do not share. Visit https://secure.example.com to proceed.
orig_001,bank_0030,Your OTP is 513338. Do not share. Visit https://safe-auth.app to proceed.
orig_001,bank_0031,One-time password 624731 for your account. Never share. Expires in 10 minutes.
orig_001,bank_0032,Your OTP is 810801. Do not share. Visit https://login.example.org to proceed.
orig_001,bank_0033,One-time password 677360 for your account. Never share. Expires in 10 minutes.
orig_001,bank_0034,One-time password 606474 for your account. Never share. Expires in 10 minutes.
orig_001,bank_0035,Your OTP is 872343. Do not share. Visit https://secure.example.com to proceed.
orig_001,bank_0036,"Login attempt detected. If this was you, enter 805009 at https://safe-auth.app within 5 minutes."
orig_001,bank_0037,"Login attempt detected. If this was you, enter 820812 at https://secure.example.com within 5 minutes."
orig_001,bank_0038,"Login attempt detected. If this was you, enter 136193 at https://bank.example.net within 5 minutes."
orig_001,bank_0039,"Login attempt detected. If this was you, enter 091699 at https://bank.example.net within 5 minutes."
orig_001,bank_0040,Security code 435346 to confirm your transaction. Need help? Visit https://login.example.org
orig_001,delivery_0001,Your package is arriving today between 14:30–19:00. Manage options: https://shiptrack.io
orig_001,delivery_0002,Delivery attempt failed. Update address or choose pickup at https://courier.app/track.
orig_001,delivery_0003,Customs cleared. Estimated delivery tomorrow. Track at https://shiptrack.io
orig_001,delivery_0004,Parcel out for delivery with DashDelivery. Reschedule at http://delivery.example.com.
orig_001,delivery_0005,Customs cleared. Estimated delivery tomorrow. Track at https://parcel.example.net
orig_001,delivery_0006,Shipment scheduled. Track progress at https://parcel.example.net. Signature may be required.
orig_001,delivery_0007,Parcel out for delivery with ParcelGo. Reschedule at https://parcel.example.net.
orig_001,delivery_0008,Your package is arriving today between 09:45–20:30. Manage options: https://courier.app/track
orig_001,delivery_0009,Customs cleared. Estimated delivery tomorrow. Track at https://shiptrack.io
orig_001,delivery_0010,Customs cleared. Estimated delivery tomorrow. Track at https://parcel.example.net
orig_001,delivery_0011,Parcel out for delivery with ParcelGo. Reschedule at https://parcel.example.net.
orig_001,delivery_0012,Parcel out for delivery with QuickShip. Reschedule at https://courier.app/track.
orig_001,delivery_0013,Shipment scheduled. Track progress at https://parcel.example.net. Signature may be required.
orig_001,delivery_0014,Your package is arriving today between 16:15–18:30. Manage options: http://delivery.example.com
orig_001,delivery_0015,Your package is arriving today between 15:45–11:00. Manage options: https://shiptrack.io
orig_001,delivery_0016,Delivery attempt failed. Update address or choose pickup at https://parcel.example.net.
orig_001,delivery_0017,Parcel out for delivery with QuickShip. Reschedule at https://parcel.example.net.
orig_001,delivery_0018,Shipment scheduled. Track progress at https://parcel.example.net. Signature may be required.
orig_001,delivery_0019,Shipment scheduled. Track progress at http://track-now.org. Signature may be required.
orig_001,delivery_0020,Customs cleared. Estimated delivery tomorrow. Track at http://track-now.org
orig_001,delivery_0021,Customs cleared. Estimated delivery tomorrow. Track at https://shiptrack.io
orig_001,delivery_0022,Parcel out for delivery with QuickShip. Reschedule at http://delivery.example.com.
orig_001,delivery_0023,Customs cleared. Estimated delivery tomorrow. Track at https://shiptrack.io
orig_001,delivery_0024,Your package is arriving today between 16:15–13:15. Manage options: https://shiptrack.io
orig_001,delivery_0025,Your package is arriving today between 12:00–12:15. Manage options: http://delivery.example.com
orig_001,delivery_0026,Parcel out for delivery with SwiftCourier. Reschedule at https://courier.app/track.
orig_001,delivery_0027,Delivery attempt failed. Update address or choose pickup at https://courier.app/track.
orig_001,delivery_0028,Shipment scheduled. Track progress at http://delivery.example.com. Signature may be required.
orig_001,delivery_0029,Shipment scheduled. Track progress at http://delivery.example.com. Signature may be required.
orig_001,delivery_0030,Delivery attempt failed. Update address or choose pickup at https://shiptrack.io.
orig_001,delivery_0031,Shipment scheduled. Track progress at https://parcel.example.net. Signature may be required.
orig_001,delivery_0032,Delivery attempt failed. Update address or choose pickup at http://delivery.example.com.
orig_001,delivery_0033,Your package is arriving today between 09:00–13:00. Manage options: http://track-now.org
orig_001,delivery_0034,Shipment scheduled. Track progress at http://delivery.example.com. Signature may be required.
orig_001,delivery_0035,Delivery attempt failed. Update address or choose pickup at https://parcel.example.net.
orig_001,delivery_0036,Your package is arriving today between 20:15–10:00. Manage options: http://delivery.example.com
orig_001,delivery_0037,Delivery attempt failed. Update address or choose pickup at https://parcel.example.net.
